15.008	222
15.468	222
16.907	222
16.851	222
16.494	222
16.225	222
16.719	222
16.173	222
16.150	222
16.742	222
16.002	222
16.706	222
16.499	222
16.088	222
16.962	222
16.595	222
16.300	222
16.906	222
16.786	222
16.281	222
16.095	222
16.900	222
16.539	222
16.301	222
16.547	222
16.869	222
16.349	222
16.292	222
16.713	222
16.609	222
16.912	222
16.721	222
16.078	222
16.819	222
16.572	222
16.572	222
17.044	222
17.291	222
17.745	222
17.194	222
17.033	222
17.747	222
17.900	222
17.532	222
17.835	222
17.862	222
17.127	222
17.135	222
17.768	222
17.913	222
17.416	222
17.863	222
17.812	222
17.955	222
17.164	222
17.359	222
17.824	222
17.513	222
17.651	222
17.537	222
17.122	222
17.564	222
17.258	222
17.200	222
17.383	222
17.831	222
17.772	222
17.427	222
17.121	222
17.517	222
18.622	222
18.154	222
18.264	222
18.521	222
18.686	222
18.099	222
18.383	222
18.813	222
18.235	222
18.151	222
18.726	222
18.651	222
18.014	222
18.538	222
18.606	222
18.178	222
18.897	222
18.431	222
18.691	222
18.548	222
18.968	222
18.813	222
18.112	222
18.226	222
18.013	222
18.494	222
18.057	222
18.785	222
18.922	222
18.178	222
17.302	223
17.543	223
17.332	223
17.566	223
18.064	223
18.019	223
18.665	223
18.448	223
18.832	223
18.899	223
18.598	223
18.557	223
18.550	223
18.612	223
18.095	223
18.157	223
18.791	223
18.991	223
18.587	223
18.482	223
18.539	223
18.555	223
18.295	223
18.651	223
18.781	223
18.309	223
18.145	223
18.838	223
18.094	223
18.067	223
18.016	223
18.396	223
18.610	223
18.349	223
18.961	223
18.675	223
18.368	223
18.626	223
19.122	223
19.199	223
19.525	223
19.721	223
19.756	223
19.076	223
19.333	223
19.851	223
19.232	223
19.123	223
19.843	223
19.820	223
19.605	223
19.382	223
19.375	223
19.900	223
19.033	223
19.156	223
19.209	223
19.178	223
19.994	223
19.302	223
19.245	223
19.010	223
19.698	223
19.855	223
19.359	223
19.659	223
19.530	223
19.727	223
19.285	223
19.652	223
19.926	223
19.810	223
20.373	223
20.682	223
20.886	223
20.705	223
20.533	223
20.119	223
20.829	223
20.376	223
20.938	223
20.434	223
20.758	223
20.313	223
20.334	223
20.791	223
20.469	223
20.543	223
20.969	223
20.463	223
20.845	223
20.214	223
20.474	223
20.543	223
20.069	223
20.833	223
20.202	223
20.599	223
20.560	223
20.487	223
20.251	223
20.486	223
20.297	223
20.624	223
20.168	223
20.183	223
21.330	223
20.701	224
20.302	224
20.158	224
20.077	224
20.240	224
20.592	224
20.834	224
20.554	224
20.926	224
20.625	224
20.023	224
20.469	224
20.594	224
20.486	224
20.314	224
20.808	224
20.960	224
20.856	224
20.877	224
20.793	224
20.058	224
20.477	224
20.353	224
20.545	224
20.728	224
20.838	224
20.842	224
20.352	224
20.006	224
20.026	224
20.682	224
20.707	224
20.328	224
21.840	224
21.783	224
21.568	224
21.432	224
21.617	224
21.122	224
21.358	224
21.242	224
21.145	224
21.827	224
21.836	224
21.631	224
21.141	224
21.644	224
21.591	224
21.997	224
21.521	224
21.383	224
21.056	224
21.998	224
21.736	224
21.601	224
21.726	224
21.574	224
21.443	224
21.078	224
21.580	224
21.469	224
21.760	224
21.286	224
21.797	224
21.600	224
21.069	224
21.365	224
22.033	224
22.687	224
22.487	224
22.391	224
22.929	224
22.632	224
22.218	224
22.765	224
22.263	224
22.359	224
22.408	224
22.853	224
