0.761	214
0.260	214
0.360	214
0.501	214
0.178	214
0.157	214
0.358	214
0.153	214
0.135	214
0.936	214
0.333	214
0.800	214
0.195	214
0.738	214
0.726	214
0.772	214
0.838	214
0.068	214
0.603	214
0.794	214
0.016	214
0.235	214
0.291	214
0.677	214
0.166	214
0.012	214
0.984	214
0.788	214
0.979	214
0.649	214
0.970	214
0.740	214
0.908	214
0.330	214
1.241	214
1.087	214
1.487	214
1.598	214
1.239	214
1.622	214
1.534	214
1.572	214
1.421	214
1.729	214
1.310	214
1.147	214
1.501	214
1.148	214
1.215	214
1.104	214
1.943	214
1.231	214
1.339	214
1.234	214
1.908	214
1.505	214
1.245	214
1.892	214
1.294	214
1.225	214
0.541	215
0.263	215
0.965	215
0.450	215
0.593	215
0.205	215
0.536	215
0.080	215
1.804	215
1.775	215
1.702	215
1.338	215
1.348	215
1.123	215
1.067	215
1.658	215
1.270	215
1.569	215
1.806	215
1.486	215
1.673	215
1.749	215
1.717	215
1.012	215
1.983	215
1.625	215
1.517	215
1.228	215
1.517	215
1.811	215
1.453	215
1.059	215
1.075	215
1.417	215
1.508	215
1.668	215
1.623	215
1.045	215
1.747	215
1.426	215
1.820	215
1.449	215
2.764	215
2.168	215
2.572	215
2.831	215
2.826	215
2.842	215
2.400	215
2.632	215
2.328	215
2.073	215
2.381	215
2.045	215
2.085	215
2.364	215
2.670	215
2.602	215
2.592	215
2.187	215
2.414	215
2.044	215
2.246	215
2.488	215
2.462	215
2.754	215
2.156	215
2.085	215
2.799	215
2.903	215
2.511	215
2.619	215
2.352	215
2.275	215
2.787	215
2.924	215
3.107	215
3.613	215
3.767	215
3.507	215
3.246	215
3.095	215
3.580	215
3.627	215
3.139	215
3.665	215
3.991	215
3.809	215
3.267	215
3.582	215
3.996	215
3.681	215
3.626	215
3.242	215
3.169	215
3.088	215
3.996	215
3.324	215
3.173	215
3.795	215
3.228	215
3.684	215
3.414	215
2.580	216
2.959	216
2.201	216
2.504	216
2.066	216
2.814	216
2.270	216
3.573	216
3.060	216
3.365	216
3.153	216
3.687	216
3.504	216
3.817	216
3.677	216
3.313	216
3.085	216
3.259	216
3.309	216
3.765	216
3.886	216
3.551	216
3.934	216
3.974	216
3.546	216
3.259	216
3.147	216
3.341	216
3.486	216
3.830	216
3.755	216
3.066	216
3.790	216
3.955	216
3.569	216
3.856	216
3.770	216
3.840	216
3.428	216
3.829	216
3.205	216
4.581	216
4.516	216
4.709	216
4.398	216
4.193	216
4.022	216
4.483	216
4.452	216
4.331	216
4.248	216
4.338	216
4.882	216
4.182	216
4.312	216
4.428	216
4.441	216
4.459	216
4.769	216
4.927	216
4.289	216
4.524	216
4.992	216
4.079	216
4.479	216
4.562	216
4.935	216
4.249	216
4.402	216
4.363	216
4.078	216
4.606	216
4.944	216
4.594	216
4.315	216
5.342	216
5.787	216
5.337	216
5.825	216
5.240	216
5.668	216
5.073	216
5.578	216
5.550	216
5.255	216
5.890	216
5.978	216
5.695	216
5.349	216
5.747	216
5.622	216
5.638	216
5.271	216
5.614	216
5.717	216
5.750	216
5.176	216
5.652	216
5.999	216
5.578	216
5.015	216
5.077	216
5.184	216
4.959	217
4.671	217
4.499	217
4.301	217
4.458	217
4.836	217
5.125	217
5.698	217
5.503	217
5.198	217
5.276	217
5.053	217
5.453	217
5.166	217
5.031	217
5.148	217
5.515	217
5.778	217
5.770	217
5.153	217
5.049	217
5.385	217
5.871	217
5.799	217
5.561	217
5.523	217
5.798	217
5.138	217
5.538	217
5.875	217
5.322	217
5.496	217
5.547	217
5.821	217
5.797	217
5.005	217
5.657	217
5.922	217
5.703	217
5.160	217
6.120	217
6.979	217
6.213	217
6.573	217
6.145	217
6.244	217
6.721	217
6.660	217
6.022	217
6.491	217
6.813	217
6.071	217
6.876	217
6.684	217
6.870	217
6.437	217
6.207	217
6.668	217
6.575	217
6.744	217
6.543	217
6.897	217
6.240	217
6.090	217
6.718	217
6.037	217
6.095	217
6.375	217
6.959	217
6.798	217
6.535	217
6.080	217
6.777	217
6.748	217
7.653	217
7.922	217
7.992	217
7.374	217
7.582	217
7.014	217
7.865	217
7.395	217
7.085	217
7.741	217
7.079	217
7.954	217
7.178	217
7.286	217
7.622	217
7.753	217
7.030	217
7.166	217
7.650	217
7.270	217
7.256	217
7.368	217
7.307	217
7.351	217
7.743	217
7.267	217
7.150	217
7.278	217
7.347	217
7.927	217
7.026	217
7.999	217
7.849	217
6.018	218
7.373	218
7.431	218
7.032	218
7.238	218
7.826	218
7.116	218
7.979	218
7.905	218
7.071	218
7.157	218
7.191	218
7.693	218
7.909	218
7.221	218
7.859	218
7.559	218
7.491	218
7.115	218
7.927	218
7.799	218
7.466	218
7.670	218
7.065	218
7.615	218
7.947	218
7.412	218
7.542	218
7.973	218
7.411	218
7.391	218
7.991	218
7.784	218
7.823	218
7.022	218
8.022	218
8.649	218
8.138	218
8.001	218
8.554	218
8.209	218
8.158	218
8.746	218
8.902	218
8.067	218
8.966	218
8.761	218
8.626	218
8.457	218
8.875	218
8.553	218
8.256	218
8.341	218
8.223	218
8.321	218
8.956	218
8.170	218
8.734	218
8.498	218
8.143	218
8.145	218
8.889	218
8.134	218
8.929	218
8.712	218
8.156	218
8.952	218
8.361	218
8.295	218
9.953	218
9.915	218
9.504	218
9.111	218
9.661	218
9.406	218
9.178	218
9.627	218
9.166	218
9.805	218
9.085	218
9.041	218
9.358	218
9.341	218
9.382	218
9.581	218
9.662	218
9.338	218
9.751	218
9.396	218
9.836	218
9.894	218
9.541	218
9.726	218
9.029	218
9.470	218
9.438	218
9.185	218
9.422	218
9.799	218
9.480	218
9.375	218
9.714	218
9.983	218
10.486	218
10.375	218
10.389	218
10.664	218
10.003	218
9.555	219
9.469	219
9.087	219
9.596	219
9.827	219
9.428	219
9.978	219
9.408	219
9.091	219
9.316	219
9.159	219
9.486	219
9.152	219
9.053	219
9.027	219
9.878	219
9.082	219
9.497	219
9.316	219
9.266	219
9.918	219
9.115	219
9.746	219
9.293	219
9.829	219
9.730	219
9.779	219
9.204	219
9.118	219
10.444	219
10.207	219
10.673	219
10.913	219
10.294	219
10.269	219
10.740	219
10.722	219
10.247	219
10.147	219
10.813	219
10.564	219
10.306	219
10.299	219
10.716	219
10.359	219
10.326	219
10.594	219
10.440	219
10.823	219
10.910	219
10.707	219
10.741	219
10.025	219
10.453	219
10.035	219
10.854	219
10.182	219
10.814	219
10.058	219
10.301	219
10.258	219
10.264	219
10.974	219
11.170	219
11.558	219
11.244	219
11.910	219
11.281	219
11.491	219
11.057	219
11.093	219
11.055	219
11.363	219
11.392	219
11.771	219
11.722	219
11.718	219
11.365	219
11.163	219
11.541	219
11.275	219
11.869	219
11.283	219
11.300	219
11.322	219
11.317	219
11.154	219
11.505	219
11.131	219
11.212	219
11.806	219
11.389	219
11.476	219
11.780	219
11.559	219
11.035	219
11.024	219
12.469	219
12.315	219
12.515	219
12.527	219
12.408	219
12.570	219
12.890	219
12.801	219
12.341	219
12.612	219
12.519	219
11.706	220
11.775	220
11.060	220
11.981	220
11.644	220
11.343	220
11.281	220
11.967	220
11.660	220
11.435	220
11.471	220
11.792	220
11.647	220
11.277	220
11.181	220
11.123	220
11.057	220
11.740	220
11.157	220
11.081	220
11.209	220
11.472	220
11.596	220
12.736	220
12.881	220
12.166	220
12.626	220
12.682	220
12.507	220
12.238	220
12.201	220
12.213	220
12.013	220
12.261	220
12.194	220
12.657	220
12.604	220
12.475	220
12.624	220
12.265	220
12.910	220
12.095	220
12.056	220
12.557	220
12.373	220
12.237	220
12.679	220
12.430	220
12.977	220
12.837	220
12.511	220
12.186	220
12.309	220
12.107	220
12.922	220
12.190	220
12.274	220
13.548	220
13.872	220
13.781	220
13.787	220
13.072	220
13.994	220
13.800	220
13.333	220
13.188	220
13.457	220
13.938	220
13.664	220
13.081	220
13.202	220
13.574	220
13.177	220
13.258	220
13.130	220
13.549	220
13.495	220
13.810	220
13.979	220
13.472	220
13.646	220
13.490	220
13.658	220
13.955	220
13.598	220
13.580	220
13.145	220
13.871	220
13.128	220
13.017	220
13.652	220
14.915	220
14.089	220
14.646	220
14.715	220
14.422	220
14.835	220
14.172	220
14.360	220
14.498	220
14.253	220
14.562	220
14.072	220
14.430	220
14.820	220
14.203	220
14.979	220
14.316	220
13.012	221
13.958	221
13.788	221
13.659	221
13.448	221
13.446	221
13.614	221
13.046	221
13.026	221
13.759	221
13.917	221
13.154	221
13.776	221
13.570	221
13.069	221
13.865	221
13.216	221
14.784	221
14.287	221
14.051	221
14.956	221
14.647	221
14.549	221
14.209	221
14.209	221
14.621	221
14.639	221
14.029	221
14.824	221
14.618	221
14.345	221
14.836	221
14.576	221
14.132	221
14.495	221
14.024	221
14.578	221
14.109	221
14.070	221
14.604	221
14.868	221
14.987	221
14.758	221
14.644	221
14.557	221
14.827	221
14.508	221
14.773	221
14.610	221
14.795	221
14.824	221
15.566	221
15.442	221
15.373	221
15.775	221
15.650	221
15.994	221
15.413	221
15.679	221
15.818	221
15.031	221
15.024	221
15.654	221
15.607	221
15.156	221
15.149	221
15.631	221
15.734	221
15.258	221
15.701	221
15.338	221
15.126	221
15.688	221
15.096	221
15.769	221
15.245	221
15.923	221
15.277	221
15.017	221
15.533	221
15.072	221
15.841	221
15.099	221
15.514	221
15.214	221
16.874	221
16.164	221
16.208	221
16.287	221
16.843	221
16.025	221
16.318	221
16.867	221
16.680	221
16.925	221
16.023	221
16.829	221
16.556	221
16.757	221
16.086	221
16.256	221
16.095	221
16.212	221
16.944	221
16.191	221
16.981	221
16.189	221
16.114	221
15.258	222
15.206	222
15.647	222
15.330	222
15.047	222
15.746	222
15.844	222
15.261	222
15.620	222
